"Package","Class Name","TCC value"
"org.apache.commons.collections4.iterators","FilterListIteratorTest","0.5887445887445888"
"org.apache.commons.collections4.iterators","IteratorChainTest","0.25"
"org.apache.commons.collections4.iterators","IteratorEnumerationTest","0.0"
"org.apache.commons.collections4.iterators","IteratorIterableTest","0.0"
"org.apache.commons.collections4.iterators","LazyIteratorChainTest","0.25"
"org.apache.commons.collections4.iterators","ListIteratorWrapper2Test","0.26666666666666666"
"org.apache.commons.collections4.iterators","ListIteratorWrapperTest","0.26666666666666666"
"org.apache.commons.collections4.iterators","LoopingIteratorTest","0.0"
"org.apache.commons.collections4.iterators","LoopingListIteratorTest","0.0"
"org.apache.commons.collections4.iterators","NodeListIteratorTest","0.3333333333333333"
"org.apache.commons.collections4.iterators","ObjectArrayIteratorTest","0.06666666666666667"
"org.apache.commons.collections4.iterators","ObjectArrayListIterator2Test","0.0"
"org.apache.commons.collections4.iterators","ObjectArrayListIteratorTest","0.0"
"org.apache.commons.collections4.iterators","ObjectGraphIteratorTest","0.23529411764705882"
"org.apache.commons.collections4.iterators","PeekingIteratorTest","0.044444444444444446"
"org.apache.commons.collections4.iterators","PermutationIteratorTest","0.01818181818181818"
"org.apache.commons.collections4.iterators","PushbackIteratorTest","0.027777777777777776"
"org.apache.commons.collections4.iterators","ReverseListIteratorTest","0.0"
"org.apache.commons.collections4.iterators","SingletonIterator2Test","0.4"
"org.apache.commons.collections4.iterators","SingletonIteratorTest","0.14285714285714285"
"org.apache.commons.collections4.iterators","SingletonListIteratorTest","0.14285714285714285"
"org.apache.commons.collections4.iterators","SkippingIteratorTest","0.8461538461538461"
"org.apache.commons.collections4.iterators","UniqueFilterIteratorTest","0.16666666666666666"
"org.apache.commons.collections4.iterators","UnmodifiableIteratorTest","0.2"
"org.apache.commons.collections4.iterators","UnmodifiableListIteratorTest","0.10714285714285714"
"org.apache.commons.collections4.iterators","UnmodifiableMapIteratorTest","0.0"
"org.apache.commons.collections4.iterators","UnmodifiableOrderedMapIteratorTest","0.0"
"org.apache.commons.collections4.iterators","ZippingIteratorTest","0.8"
"org.apache.commons.collections4","IteratorUtilsTest","0.015239477503628448"
"org.apache.commons.collections4.junit","AbstractAvailableLocalesTest","0.0"
"org.apache.commons.collections4.junit","ObjectToStringComparator","0.0"
"org.apache.commons.collections4.junit","SetDefaultLocaleTestRule","0.0"
"org.apache.commons.collections4.keyvalue","AbstractMapEntryTest","0.16666666666666666"
"org.apache.commons.collections4.keyvalue","DefaultKeyValueTest","0.5357142857142857"
"org.apache.commons.collections4.keyvalue","DefaultMapEntryTest","0.0"
"org.apache.commons.collections4.keyvalue","MultiKeyTest","0.5769230769230769"
"org.apache.commons.collections4.keyvalue","TiedMapEntryTest","0.0"
"org.apache.commons.collections4.keyvalue","UnmodifiableMapEntryTest","0.0"
"org.apache.commons.collections4.list","AbstractLinkedListTest","0.0"
"org.apache.commons.collections4.list","TestListIterator","0.0"
"org.apache.commons.collections4.list","Collections701Test","0.0"
"org.apache.commons.collections4.list","CursorableLinkedListTest","0.8948051948051948"
"org.apache.commons.collections4.list","FixedSizeListTest","0.0"
"org.apache.commons.collections4.list","GrowthListTest","0.0"
"org.apache.commons.collections4.list","LazyListTest","0.0"
"org.apache.commons.collections4.list","NodeCachingLinkedListTest","0.0"
"org.apache.commons.collections4.list","PredicatedListTest","0.0"
"org.apache.commons.collections4.list","SetUniqueListTest","0.0026455026455026454"
"org.apache.commons.collections4.list","TransformedListTest","0.0"
"org.apache.commons.collections4.list","TreeListTest","0.0"
"org.apache.commons.collections4.list","UnmodifiableListTest","0.2727272727272727"
"org.apache.commons.collections4","ListUtilsTest","0.20923076923076922"
"org.apache.commons.collections4.map","InnerTestMapIterator","0.0"
"org.apache.commons.collections4.map","TestMapValues","0.0"
"org.apache.commons.collections4.map","InnerTestOrderedMapIterator","0.0"
"org.apache.commons.collections4.map","TestSubMap","0.5"
"org.apache.commons.collections4.map","CaseInsensitiveMapTest","0.0"
"org.apache.commons.collections4.map","CompositeMapTest","0.07692307692307693"
"org.apache.commons.collections4.map","DefaultedMapTest","0.047619047619047616"
"org.apache.commons.collections4.map",,
"org.apache.commons.collections4.map","FixedSizeMapTest","0.0"
"org.apache.commons.collections4.map","FixedSizeSortedMapTest","0.0"
"org.apache.commons.collections4.map","TestFlatMapIterator","0.0"
"org.apache.commons.collections4.map","HashedMapTest","0.0"
"org.apache.commons.collections4.map","IdentityMap","0.0"
"org.apache.commons.collections4.map","LazyMapTest","0.0"
"org.apache.commons.collections4.map","LazySortedMapTest","0.21428571428571427"
"org.apache.commons.collections4.map","TestListView","0.0"
"org.apache.commons.collections4.map","TestListView","0.0"
"org.apache.commons.collections4.map","TestValueListView","0.0"
"org.apache.commons.collections4.map","LRUMapTest","0.0"
"org.apache.commons.collections4.map","MultiKeyMapTest","0.11688311688311688"
"org.apache.commons.collections4.map","MultiValueMapTest","0.0"
"org.apache.commons.collections4.map","PassiveExpiringMapTest","0.0"
"org.apache.commons.collections4.map","PredicatedMapTest","0.0"
"org.apache.commons.collections4.map","PredicatedSortedMapTest","0.03636363636363636"
"org.apache.commons.collections4.map","ReferenceIdentityMapTest","0.030303030303030304"
"org.apache.commons.collections4.map","ReferenceMapTest","0.01818181818181818"
"org.apache.commons.collections4.map","SingletonMapTest","0.11538461538461539"
"org.apache.commons.collections4.map","StaticBucketMapTest","0.0"
"org.apache.commons.collections4.map","TransformedMapTest","0.0"
"org.apache.commons.collections4.map","TransformedSortedMapTest","0.0"
"org.apache.commons.collections4.map","UnmodifiableMapTest","0.0"
"org.apache.commons.collections4.map","UnmodifiableOrderedMapTest","0.0"
"org.apache.commons.collections4.map","UnmodifiableSortedMapTest","0.0"
"org.apache.commons.collections4","MapPerformance","0.0"
"org.apache.commons.collections4","MapUtilsTest","0.0013568521031207597"
"org.apache.commons.collections4","MockTestCase","0.3"
"org.apache.commons.collections4.multimap","TestMultiValuedMapAsMap","0.0"
"org.apache.commons.collections4.multimap","ArrayListValuedHashMapTest","0.0"
"org.apache.commons.collections4.multimap","HashSetValuedHashMapTest","0.0"
"org.apache.commons.collections4.multimap","TransformedMultiValuedMapTest","0.0"
"org.apache.commons.collections4.multimap","UnmodifiableMultiValuedMapTest","0.0"
"org.apache.commons.collections4","MultiMapUtilsTest","0.0"
"org.apache.commons.collections4.multiset","TestMultiSetUniqueSet","0.0"
"org.apache.commons.collections4.multiset","HashMultiSetTest","0.0"
"org.apache.commons.collections4.multiset","PredicatedMultiSetTest","0.0"
"org.apache.commons.collections4.multiset","SynchronizedMultiSetTest","0.0"
"org.apache.commons.collections4.multiset","UnmodifiableMultiSetTest","0.0"
"org.apache.commons.collections4","MultiSetUtilsTest","0.6"
"org.apache.commons.collections4","PredicateUtilsTest","0.0"
"org.apache.commons.collections4.properties","AbstractPropertiesFactoryTest","0.48717948717948717"
"org.apache.commons.collections4.properties","EmptyPropertiesTest","0.0"
"org.apache.commons.collections4.properties","PropertiesFactoryTest","0.0"
"org.apache.commons.collections4.properties","SortedPropertiesFactoryTest","0.0"
"org.apache.commons.collections4.properties","SortedPropertiesTest","0.0"
"org.apache.commons.collections4.queue","AbstractQueueTest","0.0"
"org.apache.commons.collections4.queue","CircularFifoQueueTest","0.0"
"org.apache.commons.collections4.queue","PredicatedQueueTest","0.027777777777777776"
"org.apache.commons.collections4.queue","SynchronizedQueueTest","0.0"
"org.apache.commons.collections4.queue","TransformedQueueTest","0.0"
"org.apache.commons.collections4.queue","UnmodifiableQueueTest","0.0"
"org.apache.commons.collections4","QueueUtilsTest","0.0"
"org.apache.commons.collections4.sequence","SequencesComparatorTest","0.2857142857142857"
"org.apache.commons.collections4.set","TestNavigableSetSubSet","0.0"
"org.apache.commons.collections4.set","AbstractSetTest","0.0"
"org.apache.commons.collections4.set","TestSortedSetSubSet","0.0"
"org.apache.commons.collections4.set","CompositeSetTest","0.0"
"org.apache.commons.collections4.set",,
"org.apache.commons.collections4.set","ListOrderedSet2Test","0.06666666666666667"
"org.apache.commons.collections4.set","ListOrderedSetTest","0.022222222222222223"
"org.apache.commons.collections4.set","MapBackedSet2Test","0.0"
"org.apache.commons.collections4.set","MapBackedSetTest","0.0"
"org.apache.commons.collections4.set","PredicatedNavigableSetTest","0.027777777777777776"
"org.apache.commons.collections4.set","PredicatedSetTest","0.0"
"org.apache.commons.collections4.set","PredicatedSortedSetTest","0.027777777777777776"
"org.apache.commons.collections4.set","TransformedNavigableSetTest","0.0"
"org.apache.commons.collections4.set","TransformedSetTest","0.0"
"org.apache.commons.collections4.set","TransformedSortedSetTest","0.0"
"org.apache.commons.collections4.set","UnmodifiableNavigableSetTest","0.2727272727272727"
"org.apache.commons.collections4.set","UnmodifiableSetTest","0.0"
"org.apache.commons.collections4.set","UnmodifiableSortedSetTest","0.2727272727272727"
"org.apache.commons.collections4","SetUtilsTest","0.1282051282051282"
"org.apache.commons.collections4.splitmap","TransformedSplitMapTest","0.16666666666666666"
"org.apache.commons.collections4","SplitMapUtilsTest","0.14285714285714285"
"org.apache.commons.collections4","TestUtils","0.0"
"org.apache.commons.collections4","TransformerUtilsTest","0.29411764705882354"
"org.apache.commons.collections4.trie","PatriciaTrie2Test","0.0"
"org.apache.commons.collections4.trie","PatriciaTrieTest","0.0"
"org.apache.commons.collections4.trie","UnmodifiableTrieTest","0.0"
"org.apache.commons.collections4","TrieUtilsTest","0.0"
